FID,the_geom,id,osm_id,name,type,ref
osm_transport_points.1,POINT (90.41493897178674 23.81878597807713),1,98767720,,motorway_junction,
osm_transport_points.2,POINT (90.42713078522877 23.725071774369525),2,123035061,,level_crossing,
osm_transport_points.3,POINT (89.90784958776709 26.14079812742176),3,245743983,Rupsi,aerodrome,
osm_transport_points.4,POINT (88.37110467059341 22.56796605070093),4,252584722,Sealdah,station,SDAH
osm_transport_points.5,POINT (90.42127795369976 23.809396486323124),5,257504393,নর্দা বাস স্টপ,bus_stop,
osm_transport_points.6,POINT (88.29072909232002 22.677976937291703),6,252584717,Dankuni,station,DKAE
osm_transport_points.7,POINT (90.46971144008342 23.93485664538622),7,262298513,,level_crossing,
osm_transport_points.8,POINT (88.5789872686849 23.190432499542055),8,310989169,,level_crossing,
osm_transport_points.9,POINT (88.37797908848114 22.91015255389388),9,310990455,,level_crossing,
osm_transport_points.10,POINT (88.39823647207089 22.990342473011992),10,310990693,Tribeni,station,TBAE
osm_transport_points.11,POINT (88.30977151904477 23.053088059064407),11,310991307,,level_crossing,
osm_transport_points.12,POINT (88.2762375361043 23.067909359350978),12,310991318,,level_crossing,
osm_transport_points.13,POINT (88.26965028221923 23.070636998281685),13,310991322,Pandooah,station,
osm_transport_points.14,POINT (88.37458425005781 22.74112602816291),14,310988176,Titagarh,station,TGH
osm_transport_points.15,POINT (90.41271768362674 23.749650448140386),15,267094076,মালিবাগ রেল গেট,level_crossing,
osm_transport_points.16,POINT (88.37902908949172 22.95492935119904),16,310991487,Adi Saptagram,station,ADST
osm_transport_points.17,POINT (88.32443012659076 22.779266621268505),17,310992925,,level_crossing,
osm_transport_points.18,POINT (88.41765306695333 22.88700609591828),18,310989031,Naihati Junction,station,NH
osm_transport_points.19,POINT (89.73350549884378 24.396045554161248),19,306469779,Bangabandhu Bridge West Railway বঙ্গবন্ধু সেতু পশ্চিম রেলওয়ে,station,
osm_transport_points.20,POINT (88.38018922870998 22.828516337383178),20,310988205,Shyamnagar,station,SNR
osm_transport_points.21,POINT (88.44481127142586 22.934711865468387),21,310989046,Kanchrapara Workshop Gate,station,
osm_transport_points.22,POINT (88.3813738430855 22.830585494000587),22,310989012,,level_crossing,
osm_transport_points.23,POINT (88.37410514047241 22.743739170296266),23,310988177,,level_crossing,
osm_transport_points.24,POINT (89.82009206736876 24.389510770990086),24,306469787,Bangabandhu Setu East,station,
osm_transport_points.25,POINT (88.40557667231803 22.866764721763587),25,310989028,Kankinara,station,
osm_transport_points.26,POINT (88.43702154971152 22.920982391889225),26,310989041,Halisahar,station,HLR
osm_transport_points.27,POINT (88.37716344548335 22.72707427040669),27,310988174,,crossing,
osm_transport_points.28,POINT (88.3802379275674 22.948309240253565),28,310991484,,level_crossing,
osm_transport_points.29,POINT (88.26367306324721 22.80464048619342),29,310992938,Nasibpur,station,NSF
osm_transport_points.30,POINT (88.34114573699452 22.667045845906017),30,310993110,Uttarpara,station,
osm_transport_points.31,POINT (88.11436722784578 22.831496690694593),31,310992961,,level_crossing,
osm_transport_points.32,POINT (88.31709344674294 22.661206425422137),32,310993221,Belanagar,station,BZL
osm_transport_points.33,POINT (88.09867756239044 23.0508707942179),33,310994548,,level_crossing,
osm_transport_points.34,POINT (88.3331700208488 22.763900078180484),34,310993128,,level_crossing,
osm_transport_points.35,POINT (88.10807728006631 23.031781428835387),35,310994551,,level_crossing,
osm_transport_points.36,POINT (88.15359939620163 22.92972295669952),36,310994580,,level_crossing,
osm_transport_points.37,POINT (88.09203373065895 23.06256388442108),37,310994542,,level_crossing,
osm_transport_points.38,POINT (88.10510949960963 23.037780776031838),38,310994549,,level_crossing,
osm_transport_points.39,POINT (88.23193138266231 22.775213216712814),39,310994606,,level_crossing,
osm_transport_points.40,POINT (88.23884418966662 22.764252118113774),40,310994609,,level_crossing,
osm_transport_points.41,POINT (88.50836135254485 22.7226811473154),41,310996032,,station,
osm_transport_points.42,POINT (88.26561162981318 22.720846264891662),42,310994621,Janai Road,station,JOX
osm_transport_points.43,POINT (88.2793760559286 22.696110765712433),43,310994625,Gobra,station,GBRA
osm_transport_points.44,POINT (91.73498428310171 24.306648282045103),44,317357840,Sreemangal Railway Station,station,
osm_transport_points.45,POINT (90.40222555251023 23.75110864783548),45,317358944,,level_crossing,
osm_transport_points.46,POINT (91.35690035173047 24.17975708065319),46,317366377,Nowapara,station,
osm_transport_points.47,POINT (88.56490332442047 22.685977547689845),47,310996044,,station,
osm_transport_points.48,POINT (91.10901034305857 23.966739225763433),48,318758616,Bramhonbaria,station,
osm_transport_points.49,POINT (91.77762478474506 22.325809263799727),49,339125496,,level_crossing,
osm_transport_points.50,POINT (91.76094932365743 22.395018386846345),50,339126200,,crossing,
osm_transport_points.51,POINT (91.78505014512837 22.363304534180003),51,339126791,,crossing,
osm_transport_points.52,POINT (91.77857755567874 22.324975599710115),52,339125494,,level_crossing,
osm_transport_points.53,POINT (91.78519012291139 22.363081827012678),53,339126792,,level_crossing,
osm_transport_points.54,POINT (91.77724927548286 22.373045395315046),54,339126499,,crossing,
osm_transport_points.55,POINT (91.78091476555966 22.3685140546404),55,339126500,,level_crossing,
osm_transport_points.56,POINT (91.78250749480071 22.366472139208327),56,339126790,,crossing,
osm_transport_points.57,POINT (91.79043811630737 22.357794354852786),57,339126799,,level_crossing,
osm_transport_points.58,POINT (91.82132542950177 22.392134425421432),58,339127372,,crossing,
osm_transport_points.59,POINT (91.8293061747894 22.376034298167696),59,339127361,,crossing,
osm_transport_points.60,POINT (91.79283659790048 22.356027282025735),60,339126800,,level_crossing,
osm_transport_points.61,POINT (91.81914538030537 22.441246259228905),61,339127805,,crossing,
osm_transport_points.62,POINT (91.82712763433557 22.382666646691803),62,339127367,,crossing,
osm_transport_points.63,POINT (91.82011525032158 22.39311066568405),63,339127374,,crossing,
osm_transport_points.64,POINT (91.81565523964292 22.431441527991694),64,339127677,,crossing,
osm_transport_points.65,POINT (91.81059298922128 22.460385329297253),65,339127884,,crossing,
osm_transport_points.66,POINT (91.8073342729055 22.47086279208318),66,339127952,,level_crossing,
osm_transport_points.67,POINT (91.80208368111954 22.469923264556456),67,339127927,,level_crossing,
osm_transport_points.68,POINT (91.8067508924446 22.47399737241298),68,339127953,,crossing,
osm_transport_points.69,POINT (91.7917622893707 22.30262818856403),69,339146741,,crossing,
osm_transport_points.70,POINT (91.79402104463793 22.30685375741089),70,339146304,,crossing,
osm_transport_points.71,POINT (90.49741857539476 23.626782727909813),71,339172275,,level_crossing,
osm_transport_points.72,POINT (88.01420055125618 22.882398647562837),72,348490338,Tarakeswar Station,station,
osm_transport_points.73,POINT (88.03327298519429 23.149138131548398),73,348486835,,level_crossing,
osm_transport_points.74,POINT (90.33243992216336 23.615724818329113),74,346635038,Nimtola More,motorway_junction,
osm_transport_points.75,POINT (91.73365684109609 24.303950063594527),75,359369525,,turning_circle,
osm_transport_points.76,POINT (90.35072236172738 24.782552292393518),76,366992929,,crossing,
osm_transport_points.77,POINT (90.3573008984331 23.714071197006547),77,387181361,Kholamora Circle,motorway_junction,Kholamura Babi Stand
osm_transport_points.78,POINT (90.44272246623598 23.762165216311644),78,387399052,Meradia Bazar Road,turning_circle,
osm_transport_points.79,POINT (90.43335652762988 23.74814514214944),79,387130127,Goran Tempustand,motorway_junction,
osm_transport_points.80,POINT (90.39783351906635 23.778075325820453),80,399450954,,level_crossing,
osm_transport_points.81,POINT (91.17184636984621 23.891010239333298),81,399490803,Bhatshala,station,
osm_transport_points.82,POINT (90.39786017351844 23.778227960277235),82,399536322,,level_crossing,
osm_transport_points.83,POINT (91.34445699737421 24.06857239234199),83,399602847,Mantala,station,
osm_transport_points.84,POINT (90.9723360357396 24.050130864255777),84,399490839,,level_crossing,
osm_transport_points.85,POINT (91.48569416132369 24.27645306259575),85,399602811,Rathnapur,station,
osm_transport_points.86,POINT (89.16087147602599 23.17711692434159),86,417769955,Jessore Airport,aerodrome,
osm_transport_points.87,POINT (91.3098774558319 24.016627391442853),87,399602849,Hararshpur,station,
osm_transport_points.88,POINT (91.26459288283246 23.963620487230628),88,399602851,Mukundahpur,station,
osm_transport_points.89,POINT (91.22079735493179 23.892648147032446),89,399602854,Azampur,station,
osm_transport_points.90,POINT (91.03815585241898 24.010680934055443),90,399602872,Talrhahar,station,
osm_transport_points.91,POINT (91.00167646870335 24.038277679701963),91,399602875,Ashuganj,station,
osm_transport_points.92,POINT (90.30119998230248 22.800999974188073),92,408726017,Barisal Airport,aerodrome,
osm_transport_points.93,POINT (88.3960041197987 22.525097226015163),93,423615236,VIP Bazar,bus_stop,
osm_transport_points.94,POINT (88.36179489073857 22.50212519544459),94,419272417,South City Mall,bus_stop,
osm_transport_points.95,POINT (90.41051869132917 23.815603537080193),95,540024164,Dhaka Cantonment,station,
osm_transport_points.96,POINT (91.12368898335313 23.254920347988133),96,540026999,Laksham Junction,station,
osm_transport_points.97,POINT (90.40842187443127 23.852092979079657),97,540023737,Airport,station,
osm_transport_points.98,POINT (91.79466578063 22.354619122292576),98,540027670,Pahartoli,station,
osm_transport_points.99,POINT (92.21893978200052 22.189911791266923),99,477230450,Thanchi Stand,bus_stop,
osm_transport_points.100,POINT (92.21403586572984 22.188414196626894),100,479696056,Bandarban Interdistrict bus stop,bus_stop,
osm_transport_points.101,POINT (91.40318153301718 23.01310344726062),101,540028232,Feni Junction,station,
osm_transport_points.102,POINT (92.21779523312216 22.183677331686454),102,477229972,Ruma Bus stopage,bus_stop,
osm_transport_points.103,POINT (91.3007959990195 23.08535637462566),103,540028288,Gunboti,station,
osm_transport_points.104,POINT (90.97819506987696 24.0502590235553),104,540028581,Bhairab Bazar Junction,station,
osm_transport_points.105,POINT (88.15713387713186 22.831682685125998),105,566532602,,level_crossing,
osm_transport_points.106,POINT (88.32930395182905 22.786389897861483),106,566534302,,level_crossing,
osm_transport_points.107,POINT (88.18436022647717 22.82590353052592),107,566533003,,level_crossing,
osm_transport_points.108,POINT (88.20415258207885 22.822840196373107),108,566533067,,level_crossing,
osm_transport_points.109,POINT (91.65454005704129 26.112461175905963),109,566640665,,level_crossing,
osm_transport_points.110,POINT (88.14343281820442 22.951841960984098),110,566536391,,level_crossing,
osm_transport_points.111,POINT (91.73611659440138 26.174057267757178),111,566649838,,level_crossing,
osm_transport_points.112,POINT (91.68894223751249 26.235271061004624),112,566647442,,level_crossing,
osm_transport_points.113,POINT (91.69403005273881 26.26156073267029),113,566647745,Changsari,station,CGS
osm_transport_points.114,POINT (91.83277896491222 26.163955062776324),114,566650802,,level_crossing,
osm_transport_points.115,POINT (91.83319462349061 26.15428402289473),115,566650801,,level_crossing,
osm_transport_points.116,POINT (91.85820898858844 26.203963143908993),116,566651554,,level_crossing,
osm_transport_points.117,POINT (89.53002339991843 26.506555380528937),117,568597751,,crossing,
osm_transport_points.118,POINT (92.63427507036965 24.828776560557714),118,567779784,,level_crossing,
osm_transport_points.119,POINT (92.5907266409746 24.92786272600921),119,568988619,,level_crossing,
osm_transport_points.120,POINT (90.59894295266042 26.273529922764),120,569195731,,level_crossing,
osm_transport_points.121,POINT (88.15490697309673 25.020739996684938),121,569439616,,level_crossing,
osm_transport_points.122,POINT (88.44947035230484 22.330751485367927),122,569640662,,level_crossing,
osm_transport_points.123,POINT (88.49167767719217 22.403022769100943),123,569643714,,level_crossing,
osm_transport_points.124,POINT (88.4309012516523 22.442747793363424),124,569641428,Sonarpur Junction,station,
osm_transport_points.125,POINT (88.5604552998634 23.161898992396857),125,570081580,,level_crossing,
osm_transport_points.126,POINT (91.73498587566331 24.30664903641639),126,582805651,Srimongol,station,
osm_transport_points.127,POINT (88.28468791942674 22.583039394815927),127,600756813,Santragachi Junction,station,SRC
osm_transport_points.128,POINT (91.82567337413496 22.347467933962037),128,613054433,Kazir Dewri,bus_stop,
osm_transport_points.129,POINT (90.25747125817009 23.846966858555817),129,621448258,,bus_stop,
osm_transport_points.130,POINT (90.25710404699208 23.847136927371224),130,640446972,Savar Bazar Bus Stand,bus_stop,
osm_transport_points.131,POINT (88.37558253472582 22.483993630137718),131,651802692,Baghajatin,bus_stop,
osm_transport_points.132,POINT (88.38666324308309 22.48285159583031),132,651800191,Baghajatin,station,
osm_transport_points.133,POINT (88.3748100585293 22.486144845587205),133,651803240,Annapurna,bus_stop,
osm_transport_points.134,POINT (88.37076528733394 22.495700718119195),134,651804657,Jadavpur 8B,bus_stop,
osm_transport_points.135,POINT (88.37316854661185 22.488514074338212),135,651804166,Krishna,bus_stop,
osm_transport_points.136,POINT (88.36901833107447 22.500122674957424),136,651804702,Bengal Lamp,bus_stop,
osm_transport_points.137,POINT (88.37231023972686 22.491230230061603),137,651804431,Sukanta Setu,bus_stop,
osm_transport_points.138,POINT (88.36519819488416 22.51945318769424),138,651805197,Gariahat,bus_stop,
osm_transport_points.139,POINT (88.3721922225302 22.519161581282816),139,651805730,Ballygunge,station,
osm_transport_points.140,POINT (88.3661027698746 22.527670721746517),140,651805440,Ballygunj Phari,bus_stop,
osm_transport_points.141,POINT (88.36705319387545 22.507813238757166),141,651804962,Dhakuria,bus_stop,
osm_transport_points.142,POINT (88.36677416031881 22.51558376591322),142,651805056,Golpark,bus_stop,
osm_transport_points.143,POINT (88.35854346667855 22.572691264795964),143,663803506,Central,station,ESC
osm_transport_points.144,POINT (88.36253358786524 22.586314791119037),144,663804219,Girish Park,station,
osm_transport_points.145,POINT (88.36496115466241 22.595848032512464),145,663805152,Shobha Bazaar,station,
osm_transport_points.146,POINT (88.36075955805859 22.57963206735687),146,663803785,Mahatma Gandhi Road,station,
osm_transport_points.147,POINT (88.35085307051685 22.56289709475675),147,663808136,Esplanade,station,
osm_transport_points.148,POINT (88.35604138476225 22.56804567878109),148,663807049,Chandni Chowk,station,
osm_transport_points.149,POINT (88.37075053518436 22.600904834697047),149,663805697,Shyam Bazar,station,
osm_transport_points.150,POINT (88.34985193600181 22.555416665269547),150,663812101,Park Street Metro Station,station,
osm_transport_points.151,POINT (88.38676826832989 22.606237066219904),151,663805970,Belgachia,station,
osm_transport_points.152,POINT (88.34874125001227 22.54951044101736),152,663812011,Maidan Metro Station,station,
osm_transport_points.153,POINT (88.34599039320977 22.480969020377557),153,663819836,Netaji / Kudghat,station,
osm_transport_points.154,POINT (88.36110723940226 22.473319527903328),154,663820568,Masterda Surya Sen / Bansdroni,station,
osm_transport_points.155,POINT (88.37011887496118 22.469401993998105),155,663821071,Gitanjali / Naktala,station,
osm_transport_points.156,POINT (88.34503007856318 22.495023544161796),156,663813875,Mahanayak Uttamkumar (Tollygunj),station,
osm_transport_points.157,POINT (88.34641879228099 22.5240458839001),157,663813856,Jatin Das Park,station,
osm_transport_points.158,POINT (88.391541175454 22.46596742535371),158,663822485,Shahid Khudiram Metro Station‎,station,KSKD
osm_transport_points.159,POINT (88.38041889285694 22.464142433575745),159,663821646,Nazrul / Garia Bazar,station,
osm_transport_points.160,POINT (88.36373396021872 22.653820459983706),160,663839267,Dakshineswar,halt,
osm_transport_points.161,POINT (88.32238678623509 22.519024620984965),161,663944866,Majherat,station,
osm_transport_points.162,POINT (88.37606382360605 22.90521133815406),162,663950712,Hooghly,station,HGY
osm_transport_points.163,POINT (88.3458169716331 22.516834345866698),163,664449863,Kalighat,station,
osm_transport_points.164,POINT (88.39656302510235 22.90490229738404),164,663950711,Hooghly Ghat,station,HYG
osm_transport_points.165,POINT (88.3454616627576 22.507856740834654),165,664450295,Rabindra Sarobar,station,
osm_transport_points.166,POINT (88.33578701865764 22.510377346756997),166,664449987,New Alipore,station,NACC
osm_transport_points.167,POINT (88.3077614548447 22.598093963467818),167,664455551,Dasnagar,station,
osm_transport_points.168,POINT (88.2838596197551 22.584406483223518),168,664455746,Santragachi Junction,station,SRC
osm_transport_points.169,POINT (88.25563129770444 22.579940772850733),169,664456113,,station,
osm_transport_points.170,POINT (88.29675216030245 22.58938164567121),170,664455694,Ramrajatala,station,RMJ
osm_transport_points.171,POINT (88.33830787603705 22.754579066575417),171,664459003,Serampore,station,SRP
osm_transport_points.172,POINT (88.34042925191125 22.65507766164069),172,664467737,Bally,station,BLY
osm_transport_points.173,POINT (88.33923265141419 22.620744548051675),173,664468000,Liluah,station,LLH
osm_transport_points.174,POINT (88.370205627659 22.89096755099615),174,664457705,Chuchura,station,CNS
osm_transport_points.175,POINT (88.33982223448339 22.63573222911623),175,664468001,Belur,station,BEQ
osm_transport_points.176,POINT (88.34179885488982 22.683650647549854),176,664468968,Hindmotor,station,
osm_transport_points.177,POINT (88.34251064610726 22.701259936469995),177,664469183,Konnagar,station,KOG
osm_transport_points.178,POINT (88.34348697018896 22.72614136458347),178,664469184,Rishra,station,RIS
osm_transport_points.179,POINT (88.22907139348047 22.81456893432147),179,664469613,Singur,station,
osm_transport_points.180,POINT (88.09323728813564 22.472355189943215),180,665114593,Uluberia,station,
osm_transport_points.181,POINT (88.11579525268945 22.477668059269746),181,665114595,Fuleswar,station,FLR
osm_transport_points.182,POINT (88.14042446933644 22.487277156886904),182,665115013,Chengail,station,
osm_transport_points.183,POINT (88.1632666642268 22.50317678901675),183,665115034,Bauria,station,
osm_transport_points.184,POINT (88.18601808310586 22.529199999980534),184,665115542,Nalpur,station,NALR
osm_transport_points.185,POINT (88.20024334625776 22.549049687799908),185,665115614,Abada,station,ABB
osm_transport_points.186,POINT (88.20953015969786 22.561851871431003),186,665115755,Sankrail,station,
osm_transport_points.187,POINT (89.08756234504204 22.70329514637956),187,709662121,Second Officer-er Moore,turning_circle,
osm_transport_points.188,POINT (89.83061579826023 26.10810753157861),188,714907794,Golakganj,station,
osm_transport_points.189,POINT (88.29552454676366 26.46294844544971),189,692865617,,level_crossing,
osm_transport_points.190,POINT (88.34726528068245 22.541368344093627),190,673460452,Rabindra Sadan Metro Station,station,
osm_transport_points.191,POINT (88.25681163730934 26.412521071939153),191,692865557,Tin Mile Hat,station,TMH
osm_transport_points.192,POINT (88.2495640570923 26.397978637571157),192,692865537,,level_crossing,
osm_transport_points.193,POINT (88.34599843983682 22.533134549149196),193,673460451,Netaji Bhavan,station,
osm_transport_points.194,POINT (88.29793057206962 26.46703931711255),194,692865606,,level_crossing,
osm_transport_points.195,POINT (88.26175788219109 26.421051083341723),195,692865553,,level_crossing,
osm_transport_points.196,POINT (88.29077804263454 26.496868331212283),196,692865638,,level_crossing,
osm_transport_points.197,POINT (89.68628353274488 24.39867722030064),197,695399282,Sadanandapur,station,
osm_transport_points.198,POINT (89.48894017206572 26.03492622461806),198,714908114,New Gitaldaha Junction,station,
osm_transport_points.199,POINT (89.51833902689452 22.883057716609358),199,701591688,,level_crossing,
osm_transport_points.200,POINT (88.20553651811184 26.309676293466566),200,692865499,,crossing,
osm_transport_points.201,POINT (89.3453273252997 26.42195984928381),201,714908055,,level_crossing,
osm_transport_points.202,POINT (92.6808532224859 26.161431690825935),202,715070670,,level_crossing,
osm_transport_points.203,POINT (91.33693809495145 26.450864423282496),203,715071026,Kaithalkuchi,station,KTCH
osm_transport_points.204,POINT (91.2785419622748 23.792858656085656),204,715178411,Agartala,station,AGTL
osm_transport_points.205,POINT (91.60697996496833 26.446760727307776),205,715070787,Rangiya Junction,station,RNY
osm_transport_points.206,POINT (89.62974374016403 23.041559673258575),206,716378376,,turning_circle,
osm_transport_points.207,POINT (90.57529215557088 26.240491142663018),207,719077047,Jogighopa,station,JPZ
osm_transport_points.208,POINT (91.45112015183747 26.07650323038675),208,720735169,,station,
osm_transport_points.209,POINT (90.6408515465186 26.357786489844813),209,719077075,Abhaypuri,station,
osm_transport_points.210,POINT (89.45687855423671 25.994671883170156),210,720735204,Mogalhat,station,
osm_transport_points.211,POINT (90.1859529207992 26.364407019885448),211,720735205,Fakiragram Junction,station,FKM
osm_transport_points.212,POINT (89.46809856982475 26.12383759780724),212,720735226,Dinhata,station,DHH
osm_transport_points.213,POINT (87.99533456359319 26.1277649385392),213,760308822,,level_crossing,
osm_transport_points.214,POINT (88.0825101284542 26.179140137660625),214,760308829,,level_crossing,
osm_transport_points.215,POINT (87.98933102544515 26.12453589416063),215,760308833,,level_crossing,
osm_transport_points.216,POINT (88.13170552983632 26.217954635781354),216,760314657,Gunjaria,station,GEOR
osm_transport_points.217,POINT (88.16285368785748 26.390101576425792),217,760314684,,level_crossing,
osm_transport_points.218,POINT (88.18055978775925 26.25969684886161),218,760314718,,level_crossing,
osm_transport_points.219,POINT (88.047146543689 25.251403350316536),219,760323352,,crossing,
osm_transport_points.220,POINT (88.04473808763112 25.255538729885274),220,760323376,,level_crossing,
osm_transport_points.221,POINT (88.05452756380458 25.238299082895082),221,760323400,,level_crossing,
osm_transport_points.222,POINT (88.0933580713604 26.18703237005073),222,760308788,,crossing,
osm_transport_points.223,POINT (89.44553658195747 24.878640418717907),223,746705466,,level_crossing,
osm_transport_points.224,POINT (88.23330534423053 25.627415945775567),224,760305331,,level_crossing,
osm_transport_points.225,POINT (88.75805439240838 25.232949333194597),225,746566751,Balurghat,station,BLGT
osm_transport_points.226,POINT (90.62298484935201 26.125381544371805),226,720735331,Goalpara Town,station,GLPT
osm_transport_points.227,POINT (90.40159196444938 23.843452326555166),227,793242699,Shahjalal International Airport,aerodrome,DAC
osm_transport_points.228,POINT (89.97752943849594 26.02241455775095),228,720735342,Dhubri,station,DBB
osm_transport_points.229,POINT (88.09272356129014 22.05321644537102),229,733558838,,level_crossing,
osm_transport_points.230,POINT (88.12990526467269 25.016823217151),230,746566731,Malda Town,station,MLDT
osm_transport_points.231,POINT (88.27938787441207 25.633088398748242),231,760305245,,level_crossing,
osm_transport_points.232,POINT (87.9942738337466 25.64396576213457),232,760305518,,level_crossing,
osm_transport_points.233,POINT (88.08999072557947 26.18452752210635),233,760308772,,station,
osm_transport_points.234,POINT (88.11534958689771 23.163479651697315),234,806413251,,level_crossing,
osm_transport_points.235,POINT (88.14576349020086 23.149025394950712),235,806414752,,level_crossing,
osm_transport_points.236,POINT (88.18060278692252 23.13036233316359),236,806413328,,level_crossing,
osm_transport_points.237,POINT (88.21534652994802 23.107061648169605),237,806415011,,level_crossing,
osm_transport_points.238,POINT (88.51627437205485 25.39018654447395),238,806505953,Gangarampur,station,
osm_transport_points.239,POINT (88.08113365231503 23.17778186072036),239,806415753,,level_crossing,
osm_transport_points.240,POINT (90.49830127361798 23.624468652081674),240,819613071,Chasara,station,
osm_transport_points.241,POINT (88.44779338493692 25.643115669514714),241,806505956,Radhikapur,station,RDP
osm_transport_points.242,POINT (90.50526588078384 23.625215647292492),242,819615524,Khanpur Main Road,bus_stop,
osm_transport_points.243,POINT (90.48182748112072 23.642311293186168),243,819639025,,crossing,
osm_transport_points.244,POINT (90.49948463070797 23.62373213424982),244,819614162,Chasara Bus Stop,bus_stop,
osm_transport_points.245,POINT (90.56060831849635 26.47857642009768),245,829847179,Bongaigaon,station,BNGN
osm_transport_points.246,POINT (89.54147953371887 26.48626589425004),246,829867063,New Alipur Duar,station,
osm_transport_points.247,POINT (88.7823542840797 26.33607987519636),247,829889782,Haldibari,station,HDB
osm_transport_points.248,POINT (89.45627103389467 26.318689353949054),248,829980094,Koch Bihar,station,COB
osm_transport_points.249,POINT (89.01249502604844 26.4615464883249),249,829889051,,level_crossing,
osm_transport_points.250,POINT (90.4124077208474 23.749396560293235),250,830002445,Shohag Paribahan,bus_stop,
osm_transport_points.251,POINT (91.43902112606361 26.45081664643442),251,829908362,Nalbari,station,NLV
osm_transport_points.252,POINT (89.53392643313117 26.52358195954045),252,829867071,Alipur Duar Junction,station,APDJ
osm_transport_points.253,POINT (89.49683634395029 26.39796212522191),253,829867088,Baneshwar,station,
osm_transport_points.254,POINT (88.71959461642996 26.521472821244913),254,829889203,,level_crossing,
osm_transport_points.255,POINT (88.72424179500644 26.518209159606243),255,829888981,Jalpaiguri,station,JPG
osm_transport_points.256,POINT (89.04359347938379 26.323494782857438),256,829889791,,level_crossing,
osm_transport_points.257,POINT (92.2369348899237 24.8041660355548),257,830103537,Shahbazpur,station,
osm_transport_points.258,POINT (92.43307008307943 24.48666029771337),258,830103831,Dullabhcherra,station,
osm_transport_points.259,POINT (92.32022317954994 24.84089377506146),259,830103627,Maishashan,station,MSSN
osm_transport_points.260,POINT (92.37262583236236 24.86040458253555),260,830103638,Karimganj,station,
osm_transport_points.261,POINT (92.55755492388926 24.865790039143576),261,830103655,Badarpur Junction,station,BPB
osm_transport_points.262,POINT (92.24190586141981 24.43441438649026),262,830186128,Churaibari,station,CBZ
osm_transport_points.263,POINT (92.62648962342598 24.83535207977829),263,830243153,Katakhal Junction,station,KTX
osm_transport_points.264,POINT (92.42575586673217 26.451396757953063),264,832590807,Mairabari,station,MBO
osm_transport_points.265,POINT (92.64257407652082 26.311421154250183),265,832590944,Senchoa Junction,station,SCE
osm_transport_points.266,POINT (92.52724428563323 26.2320326288945),266,832590885,Raha,station,RAHA
osm_transport_points.267,POINT (92.69828054028812 26.348296163795624),267,832591007,Nagaon,station,NGAN
osm_transport_points.268,POINT (92.51208804449584 26.202945077949522),268,832590984,Chaparmukh Junction,station,CPK
osm_transport_points.269,POINT (92.61117027045287 24.56160767167256),269,830263797,Lala Bazaar,station,
osm_transport_points.270,POINT (92.67284791822192 26.35648084078747),270,832591052,Haibargaon,station,HBN
osm_transport_points.271,POINT (88.4140691327944 22.598673823529367),271,844568183,Kwality,bus_stop,
osm_transport_points.272,POINT (91.81088325452816 22.38276228420702),272,842564332,,turning_circle,
osm_transport_points.273,POINT (90.40876762793715 23.75022745835483),273,877888026,Moghbazar Wireless Rail Crossing,crossing,
osm_transport_points.274,POINT (88.06550182199157 22.044861951020863),274,981983806,Haldia,station,HLZ
osm_transport_points.275,POINT (90.34503934755668 25.661487543985572),275,1042045127,Baljek Airstrip,aerodrome,
osm_transport_points.276,POINT (88.35919943442093 22.78100008266381),276,1042092118,Barrackpore Air Force Station,aerodrome,
osm_transport_points.277,POINT (91.8264748517164 25.53809084184573),277,1042147382,HQ Eastern Air Command Helipad,helipad,
osm_transport_points.278,POINT (88.40360256648262 26.016399368757533),278,1042092143,Thakurgaon Airport,aerodrome,
osm_transport_points.279,POINT (91.18806568776313 23.437021720660454),279,1042092140,Comilla Airport,aerodrome,
osm_transport_points.280,POINT (91.91283787488373 24.396823981508987),280,1042092144,Shamshernagar Airport,aerodrome,
osm_transport_points.281,POINT (88.38412377787864 22.60120138643134),281,1074604498,Kolkata Chitpur,station,KOAA
osm_transport_points.282,POINT (88.41202277495364 22.636489869344075),282,1074606326,Dum Dum Cantonment,station,
osm_transport_points.283,POINT (88.32260186587052 22.51922578666114),283,1074604625,Majherat (Circular Rail),station,
osm_transport_points.284,POINT (88.37885826630503 22.653485519132886),284,1074604698,Baranagar Road,station,BARN
osm_transport_points.285,POINT (88.33141778399033 22.55657311645041),285,1074604649,,station,
osm_transport_points.286,POINT (90.39551516846757 23.722302477380026),286,1117125944,Bakshibazar,bus_stop,
osm_transport_points.287,POINT (92.1339974914211 24.204040543794292),287,1118546030,,level_crossing,
osm_transport_points.288,POINT (88.39880602239157 24.62728172705573),288,1131722598,Amnura Junction,station,
osm_transport_points.289,POINT (88.72540402970048 26.516020225592484),289,1132310025,,level_crossing,
osm_transport_points.290,POINT (88.73064975998255 26.500938248117222),290,1132310177,,level_crossing,
osm_transport_points.291,POINT (88.71344137749122 26.522588787833428),291,1132310132,,level_crossing,
osm_transport_points.292,POINT (89.45486295798054 26.291943874388807),292,1132259757,,level_crossing,
osm_transport_points.293,POINT (88.92134727727353 26.41074109098122),293,1132413776,,level_crossing,
osm_transport_points.294,POINT (89.46909668685464 26.35299229268665),294,1132414057,,station,NGBR
osm_transport_points.295,POINT (88.85393221678214 26.469500243884312),295,1132413848,,level_crossing,
osm_transport_points.296,POINT (88.85140582734664 26.4707811663273),296,1132413889,Bhotpatti,station,
