FID,the_geom,id,osm_id,name,type,ref
osm_transport_points.1765,POINT (88.32927972812888 22.772830996011862),1765,3884395253,,level_crossing,
osm_transport_points.1766,POINT (88.32441093203244 22.779211887440766),1766,3884395323,,level_crossing,
osm_transport_points.1767,POINT (88.32820868854134 22.78112229081208),1767,3884395337,,level_crossing,
osm_transport_points.1768,POINT (88.32188336913049 22.78028284320925),1768,3884395329,,level_crossing,
osm_transport_points.1769,POINT (88.32825554338007 22.781160679928604),1769,3884395339,,level_crossing,
osm_transport_points.1770,POINT (88.32915425103835 22.772799396236906),1770,3884395251,,level_crossing,
osm_transport_points.1771,POINT (88.60768045108557 22.674795921218333),1771,3884514908,,station,
osm_transport_points.1772,POINT (88.32188194420695 22.78033615211345),1772,3884395330,,level_crossing,
osm_transport_points.1773,POINT (88.33091679763766 22.791933185706256),1773,3885250686,,level_crossing,
osm_transport_points.1774,POINT (88.32830449369465 22.78119085478005),1774,3884395341,,level_crossing,
osm_transport_points.1775,POINT (88.02927389537115 25.632381888129743),1775,3887651409,,level_crossing,
osm_transport_points.1776,POINT (88.02028732170271 25.635242380225776),1776,3887651407,,level_crossing,
osm_transport_points.1777,POINT (88.06327005645261 25.625339161626272),1777,3887651426,Jhitkia,station,JTK
osm_transport_points.1778,POINT (88.53501178132308 22.704668437395497),1778,3884538872,,station,
osm_transport_points.1779,POINT (88.12567265502719 25.618957599645114),1779,3887651436,,level_crossing,
osm_transport_points.1780,POINT (88.02483123523211 25.63374629432832),1780,3887651425,Kachna,station,KAU
osm_transport_points.1781,POINT (88.10856711848777 25.6203919947352),1781,3887651430,,level_crossing,
osm_transport_points.1782,POINT (88.31273477327369 22.56200584699232),1782,3888646024,Betaitala,bus_stop,
osm_transport_points.1783,POINT (88.318820956987 22.562396192223105),1783,3888646835,D.B.College,bus_stop,
osm_transport_points.1784,POINT (88.31133859966207 22.560840343356034),1784,3888647070,Shalimar,bus_stop,
osm_transport_points.1785,POINT (88.31441651832642 22.561857822582255),1785,3888646836,Betaitala Bazar,bus_stop,
osm_transport_points.1786,POINT (88.30682217877512 22.55754868616077),1786,3888755940,B.E.College,bus_stop,
osm_transport_points.1787,POINT (88.31598125201089 22.553457898316935),1787,3888772438,Shalimar,bus_stop,
osm_transport_points.1788,POINT (88.30103874940443 22.55718088824952),1788,3888761871,B.Garden,bus_stop,
osm_transport_points.1789,POINT (91.07732834162431 23.47717338379448),1789,3889036054,Kabila,bus_stop,
osm_transport_points.1790,POINT (91.0730860927901 23.478555978722937),1790,3889036053,Eastern Medical,bus_stop,
osm_transport_points.1791,POINT (88.25602927046714 22.736712620865916),1791,3894899436,,level_crossing,
osm_transport_points.1792,POINT (88.2387851810683 22.76423719832613),1792,3894899443,,level_crossing,
osm_transport_points.1793,POINT (88.2389279248793 22.764275671261686),1793,3894899445,,level_crossing,
osm_transport_points.1794,POINT (88.21226048083764 22.806777368588484),1794,3895105531,,level_crossing,
osm_transport_points.1795,POINT (88.22247852372033 22.790209698775698),1795,3894899785,,level_crossing,
osm_transport_points.1796,POINT (88.01131793093577 23.176629097576892),1796,3895106002,,level_crossing,
osm_transport_points.1797,POINT (88.0112668851454 23.176592971574223),1797,3895106000,,level_crossing,
osm_transport_points.1798,POINT (88.52313663618298 23.218503996184353),1798,3895161745,,level_crossing,
osm_transport_points.1799,POINT (88.01128767226533 23.176607388447678),1799,3895106001,,level_crossing,
osm_transport_points.1800,POINT (88.21238017441493 22.80693058977849),1800,3895105532,,level_crossing,
osm_transport_points.1801,POINT (88.0114289911528 23.176708558018987),1801,3895106003,,level_crossing,
osm_transport_points.1802,POINT (88.49701024399116 23.2299592917945),1802,3895161753,Phulia,station,FLU
osm_transport_points.1803,POINT (88.4629913679521 23.24647759219758),1803,3895161857,,station,
osm_transport_points.1804,POINT (90.43167712951004 23.690530621943708),1804,3902475104,"Bus Counter, Dighirpar Transport (Dhaka- Munshigonj)",bus_stop,
osm_transport_points.1805,POINT (88.54009674670232 25.392482347753173),1805,3943757095,,level_crossing,
osm_transport_points.1806,POINT (88.54601244250512 25.389495959471475),1806,3943760124,,level_crossing,
osm_transport_points.1807,POINT (88.60533796060565 25.35943124625453),1807,3943760616,,level_crossing,
osm_transport_points.1808,POINT (88.60265214737177 25.360782157589),1808,3943760618,Malancha,station,
osm_transport_points.1809,POINT (88.63082296956668 25.34424575227507),1809,3943760889,Rampur Bazar,station,
osm_transport_points.1810,POINT (88.51285815977843 25.389444243128906),1810,3941190892,,level_crossing,
osm_transport_points.1811,POINT (88.50711144314363 25.38820003342184),1811,3941190949,,level_crossing,
osm_transport_points.1812,POINT (88.62441056218182 25.623545937261326),1812,3941920906,,level_crossing,
osm_transport_points.1813,POINT (90.37555182204119 23.790491019896223),1813,3941231699,Shewrapara bus stand,bus_stop,
osm_transport_points.1814,POINT (88.4374342746238 25.393513992395782),1814,3941118885,,level_crossing,
osm_transport_points.1815,POINT (88.63242399689182 25.624960718697963),1815,3941919938,Dinajpur,station,
osm_transport_points.1816,POINT (88.00654276069781 25.278213957264455),1816,3933929646,,level_crossing,
osm_transport_points.1817,POINT (88.00657586921534 25.278254944770964),1817,3933929645,,level_crossing,
osm_transport_points.1818,POINT (88.69163133015763 25.322607366318465),1818,3943760959,Mallickpur Hat,station,
osm_transport_points.1819,POINT (91.77797715995445 22.368782694637133),1819,3946177330,Colonel Hat Bus Stop,bus_stop,
osm_transport_points.1820,POINT (91.82146993351245 22.35904669500593),1820,3946177331,GEC circle,turning_circle,
osm_transport_points.1821,POINT (88.6251719742661 25.3486470896315),1821,3944166690,,level_crossing,
osm_transport_points.1822,POINT (91.78508425947427 22.363099764285494),1822,3946185081,,crossing,
osm_transport_points.1823,POINT (91.78525566939419 22.363060117883464),1823,3946185080,,crossing,
osm_transport_points.1824,POINT (89.01266174210252 25.240236895089765),1824,3956671058,,level_crossing,
osm_transport_points.1825,POINT (89.02709177514896 25.11538056833129),1825,3956794320,,level_crossing,
osm_transport_points.1826,POINT (89.02199515892431 25.03408574673685),1826,3957861804,,level_crossing,
osm_transport_points.1827,POINT (89.02549963264119 25.090961737453938),1827,3959143224,,level_crossing,
osm_transport_points.1828,POINT (89.02649422927175 25.10630003352827),1828,3956863556,,level_crossing,
osm_transport_points.1829,POINT (88.57743435348391 25.373583754486873),1829,3982024478,,level_crossing,
osm_transport_points.1830,POINT (88.33692687367017 25.33062817710325),1830,3982024713,Daulatpur Hat,station,
osm_transport_points.1831,POINT (88.40121992668651 25.38600372333326),1831,3982024704,Buniadpur,station,
osm_transport_points.1832,POINT (88.29422568704786 25.274166084764857),1832,3982024835,Deotala,station,DOTL
osm_transport_points.1833,POINT (88.25187436106404 25.24750962101632),1833,3982024837,Mahanagar,station,MANG
osm_transport_points.1834,POINT (88.09896807915442 25.168140374037932),1834,3982037046,Eklakhi,station,EKI
osm_transport_points.1835,POINT (88.04417239298596 25.256412543291106),1835,3982123675,Sripur Halt,station,SRPU
osm_transport_points.1836,POINT (87.98178655821772 25.291859779449965),1836,3982123677,Malahar,station,MFZ
osm_transport_points.1837,POINT (88.11100013352194 24.94818766773855),1837,3999312623,Gour Malda,station,GZM
osm_transport_points.1838,POINT (88.28238951775751 22.79794686595713),1838,4000372154,,level_crossing,
osm_transport_points.1839,POINT (88.26403843040652 22.804522720453832),1839,4000372233,,level_crossing,
osm_transport_points.1840,POINT (88.98605045681211 24.8085673729112),1840,4000728012,,level_crossing,
osm_transport_points.1841,POINT (89.02194989664719 25.03052285115487),1841,4000866140,Jamalganj Railway Station,station,
osm_transport_points.1842,POINT (89.01833796693165 24.975438156964998),1842,4000727632,,level_crossing,
osm_transport_points.1843,POINT (88.39538679263 22.950256691636895),1843,4005727665,,level_crossing,
osm_transport_points.1844,POINT (88.39516416928171 22.95032584233809),1844,4005727669,,level_crossing,
osm_transport_points.1845,POINT (88.39519065609574 22.973051780231458),1845,4005727856,,level_crossing,
osm_transport_points.1846,POINT (88.37266253111721 22.976632193991065),1846,4005727903,,level_crossing,
osm_transport_points.1847,POINT (88.0813850255912 23.077624488043256),1847,4006059857,,level_crossing,
osm_transport_points.1848,POINT (88.90885019491793 25.763188444132055),1848,4009331603,,helipad,
osm_transport_points.1849,POINT (88.38694277955398 22.93974075591541),1849,4011608852,,level_crossing,
osm_transport_points.1850,POINT (88.90903962592967 25.762792063930988),1850,4009331604,,helipad,
osm_transport_points.1851,POINT (88.39526458448171 22.96681153713783),1851,4011609110,,level_crossing,
osm_transport_points.1852,POINT (88.64590503086094 23.33494765818466),1852,4011656286,Bagula,station,BGL
osm_transport_points.1853,POINT (88.64759758856877 23.34156743385401),1853,4011657783,,level_crossing,
osm_transport_points.1854,POINT (89.13860503406454 26.12833742252596),1854,4014790615,Hathibandha,station,
osm_transport_points.1855,POINT (89.62387674321872 25.65211934226565),1855,4014790026,Ulipur Railway Station,station,
osm_transport_points.1856,POINT (88.44981878801974 23.308805843290997),1856,4011657734,,level_crossing,
osm_transport_points.1857,POINT (90.939213688064 23.503289969159596),1857,4023628261,Madhaiya Bus Stop,bus_stop,
osm_transport_points.1858,POINT (90.94750364175974 23.307342698273033),1858,4023662153,Rahim Nagar,bus_stop,
osm_transport_points.1859,POINT (90.86387462776952 23.097914980150534),1859,4023670922,Ramgonj Bus Stop,bus_stop,
osm_transport_points.1860,POINT (90.84993602570614 23.250838277323595),1860,4023667616,Hajigonj Bus Stop,bus_stop,
osm_transport_points.1861,POINT (89.87811713319195 22.785242499136046),1861,4025115471,Chitalmari Bus Stop,bus_stop,
osm_transport_points.1862,POINT (88.34543844488581 22.505693287806537),1862,4069884795,Rabindra Sarobar Metro,subway_entrance,
osm_transport_points.1863,POINT (88.34560616676828 22.50817231948912),1863,4069884798,Rabindra Sarobar Metro,subway_entrance,
osm_transport_points.1864,POINT (88.34538345960095 22.50820953513923),1864,4069884799,Rabindra Sarobar Metro,subway_entrance,
osm_transport_points.1865,POINT (88.33595373471172 22.509880383717814),1865,4069785195,New Alipore Station,subway_entrance,
osm_transport_points.1866,POINT (88.38041545627664 22.46428744050064),1866,4069900833,Kavi Nazrul Metro,subway_entrance,
osm_transport_points.1867,POINT (88.34530156840697 22.496640329464952),1867,4069900832,Mahanayak Uttam Kumar Metro,subway_entrance,
osm_transport_points.1868,POINT (88.3805001973177 22.46408409552967),1868,4069900834,Kavi Nazrul Metro,subway_entrance,
osm_transport_points.1869,POINT (88.34512596753547 22.505700663881328),1869,4069884796,Rabindra Sarobar Metro,subway_entrance,
osm_transport_points.1870,POINT (88.39099283134834 22.465985865540716),1870,4069901879,Shahid Khudiram Metro,subway_entrance,
osm_transport_points.1871,POINT (90.85947236840377 23.1072119356935),1871,4073099280,Al-Arafa,bus_stop,
osm_transport_points.1872,POINT (90.49857066798597 23.62410856552134),1872,4104184790,,level_crossing,
osm_transport_points.1873,POINT (91.16403343026013 23.777106796908754),1873,4103314736,,level_crossing,
osm_transport_points.1874,POINT (90.50557492155389 23.617982986863097),1874,4104184789,Narayanganj,station,
osm_transport_points.1875,POINT (90.36181111671175 23.892033166796608),1875,4114663079,Ashulia Bus Stopage,bus_stop,
osm_transport_points.1876,POINT (90.85945937645386 23.107240098888184),1876,4120567457,,bus_stop,
osm_transport_points.1877,POINT (88.34600145732196 22.575450838777783),1877,4137940796,,level_crossing,
osm_transport_points.1878,POINT (89.61231432688601 24.31613274076207),1878,4146906492,Solop Rail Station,station,
osm_transport_points.1879,POINT (89.63722517547961 25.800431670683906),1879,4152517293,vocational mor,bus_stop,
osm_transport_points.1880,POINT (88.37350834896648 22.602825631628292),1880,4170915490,Shyambazer Bata,bus_stop,
osm_transport_points.1881,POINT (88.36285603968037 22.550428594691),1881,4170884119,nonapukur,bus_stop,
osm_transport_points.1882,POINT (89.15146429845629 25.695025047325373),1882,4159733874,,level_crossing,
osm_transport_points.1883,POINT (88.37405283739662 22.640621393237325),1883,4178815694,,bus_stop,
osm_transport_points.1884,POINT (88.37432156121235 22.606158276330092),1884,4178725334,,bus_stop,
osm_transport_points.1885,POINT (88.37917987992978 22.618179937137654),1885,4178727273,,bus_stop,
osm_transport_points.1886,POINT (88.35333738279843 22.625337495714632),1886,4178731623,,bus_stop,
osm_transport_points.1887,POINT (88.37109159482446 22.63259857079578),1887,4178734125,,bus_stop,
osm_transport_points.1888,POINT (88.35369738553976 22.628097153515455),1888,4178734129,,bus_stop,
osm_transport_points.1889,POINT (88.37080116187951 22.646353692998673),1889,4178744430,,bus_stop,
osm_transport_points.1890,POINT (88.37414394868415 22.601968665847835),1890,4178789852,,bus_stop,
osm_transport_points.1891,POINT (88.37869406482184 22.626978588536957),1891,4178804393,,bus_stop,
osm_transport_points.1892,POINT (88.36173244555994 22.653946439988403),1892,4178806615,,bus_stop,
osm_transport_points.1893,POINT (88.37582544227979 22.60921104928491),1893,4178789854,,bus_stop,
osm_transport_points.1894,POINT (88.3421395792538 22.58644839865562),1894,4178789863,,bus_stop,
osm_transport_points.1895,POINT (88.36316424226004 22.65269854224391),1895,4178778357,Dakshineswar,bus_stop,
osm_transport_points.1896,POINT (88.37252959413291 22.636366990643552),1896,4178804394,,bus_stop,
osm_transport_points.1897,POINT (88.37724257064929 22.612408158612368),1897,4178806613,,bus_stop,
osm_transport_points.1898,POINT (88.35065819126805 22.561052070230204),1898,4183313094,,bus_stop,
osm_transport_points.1899,POINT (90.4679853547629 26.466227445971185),1899,4190440750,,level_crossing,
osm_transport_points.1900,POINT (89.95545619940265 26.07714419452242),1900,4190459331,,station,
osm_transport_points.1901,POINT (90.46674114505583 26.465320272590702),1901,4190440749,,level_crossing,
osm_transport_points.1902,POINT (88.39295008955844 22.514394038576768),1902,4195415965,Acropolis,bus_stop,
osm_transport_points.1903,POINT (88.40131732440136 22.51331553909543),1903,4195415967,Ruby,bus_stop,
osm_transport_points.1904,POINT (89.8448285723764 26.115745121750308),1904,4190459349,,level_crossing,
osm_transport_points.1905,POINT (88.39295863909967 22.51430753733601),1905,4195415966,Kasba New Market,bus_stop,
osm_transport_points.1906,POINT (88.40256513832679 22.513244963470697),1906,4195415969,Ruby Hospital,bus_stop,
osm_transport_points.1907,POINT (88.39551352700596 22.514084327254494),1907,4198894030,Siemens,bus_stop,
osm_transport_points.1908,POINT (88.40161178065983 22.514090194586714),1908,4195415968,Ruby,bus_stop,
osm_transport_points.1909,POINT (88.39528646124899 22.514032946188053),1909,4198894031,Siemens,bus_stop,
osm_transport_points.1910,POINT (88.38533454379206 22.519287728925576),1910,4198894033,Bosepukur Shitalamandir,bus_stop,
osm_transport_points.1911,POINT (88.38521015634893 22.5192502618184),1911,4198894032,Bosepukur Shitalamandir,bus_stop,
osm_transport_points.1912,POINT (88.38297864226706 22.51950549077003),1912,4198894034,Talbagan,bus_stop,
osm_transport_points.1913,POINT (88.3694507534592 22.521225960215418),1913,4198894036,Ekdalia,bus_stop,
osm_transport_points.1914,POINT (88.383076123801 22.51960087682815),1914,4198894035,Kasba Thana,bus_stop,
osm_transport_points.1915,POINT (88.36866251928478 22.5209752574915),1915,4198894037,Ekdalia,bus_stop,
osm_transport_points.1916,POINT (88.36542961923072 22.51977882463251),1916,4198894040,Gariahat,bus_stop,
osm_transport_points.1917,POINT (88.36741864485384 22.52045256200961),1917,4198894038,Fern Road,bus_stop,
osm_transport_points.1918,POINT (88.36716274534996 22.52047108601562),1918,4198894039,Fern Road,bus_stop,
osm_transport_points.1919,POINT (88.36505436142568 22.51952217075734),1919,4198894041,Gariahat,bus_stop,
osm_transport_points.1920,POINT (91.1831287467939 22.951828633758055),1920,4204689550,Jomider Hut,bus_stop,
osm_transport_points.1921,POINT (88.39551587393885 22.51400595645984),1921,4198894042,Siemens,bus_stop,
osm_transport_points.1922,POINT (91.18714694735627 22.9523741280166),1922,4217315278,,bus_stop,
osm_transport_points.1923,POINT (89.52956583182419 26.06043084723251),1923,4253831709,Abutara Halt,station,ABW
osm_transport_points.1924,POINT (88.39808786092766 22.541185450966395),1924,4254019161,Science City,bus_stop,
osm_transport_points.1925,POINT (90.38408376128149 23.77910437207308),1925,4248197177,,aerodrome,
osm_transport_points.1926,POINT (88.39795802524748 22.51379515159502),1926,4254019155,Narkelbagan,bus_stop,
osm_transport_points.1927,POINT (88.39813781707056 22.51367537419867),1927,4254019154,Narkelbagan,bus_stop,
osm_transport_points.1928,POINT (88.40194328493038 22.512935755062642),1928,4254019156,Ruby,bus_stop,
osm_transport_points.1929,POINT (89.47388199919544 26.061721492683148),1929,4265668065,Falimari,station,FLM
osm_transport_points.1930,POINT (88.38907614154965 22.515920550782738),1930,4255794611,Triborno,bus_stop,
osm_transport_points.1931,POINT (89.48233858512623 26.201266098924833),1931,4265711903,Bhetaguri,station,VTG
osm_transport_points.1932,POINT (88.3889869580999 22.515869421173363),1932,4255794612,Triborno,bus_stop,
osm_transport_points.1933,POINT (89.58687902261084 26.0707743672057),1933,4254044080,Bamanhat,station,BXT
osm_transport_points.1934,POINT (89.4663105422398 26.1455592998814),1934,4265704662,Dinhata College Halt,station,DHH
osm_transport_points.1935,POINT (88.37542839152644 22.519779076089634),1935,4267858527,Ballygunge Station,bus_stop,
osm_transport_points.1936,POINT (88.40860186881139 22.512526047635504),1936,4255794609,Anandapur,bus_stop,
osm_transport_points.1937,POINT (88.39031515447681 22.514790334958803),1937,4255794610,Nabapally,bus_stop,
osm_transport_points.1938,POINT (91.29365813791497 23.806924327801113),1938,4274945298,,level_crossing,
osm_transport_points.1939,POINT (88.37620212500838 22.519499958713936),1939,4267858525,Post Office,bus_stop,
osm_transport_points.1940,POINT (88.37622383413759 22.519578497146682),1940,4267858526,Post Office,bus_stop,
osm_transport_points.1941,POINT (88.36548343104914 22.519662148540363),1941,4267858528,Gariahat,bus_stop,
osm_transport_points.1942,POINT (88.36542618265042 22.519479339232134),1942,4267858529,Gariahat,bus_stop,
osm_transport_points.1943,POINT (88.79613899440079 26.245521625671643),1943,4281582391,,level_crossing,
osm_transport_points.1944,POINT (88.78186503239147 26.33928436059861),1944,4281582404,,level_crossing,
osm_transport_points.1945,POINT (90.18049093741519 26.36211113278719),1945,4283633743,,level_crossing,
osm_transport_points.1946,POINT (88.88575159760944 23.49213357221663),1946,4281657557,,station,
osm_transport_points.1947,POINT (89.45665794254518 26.360564671651673),1947,4275606926,,level_crossing,
osm_transport_points.1948,POINT (88.80145261809861 23.54131858003879),1948,4281657565,,level_crossing,
osm_transport_points.1949,POINT (90.54368274141808 26.475464135630318),1949,4283668545,,level_crossing,
osm_transport_points.1950,POINT (88.80972907693018 23.529440920327744),1950,4281657562,,level_crossing,
osm_transport_points.1951,POINT (89.24852824594814 23.134228821278498),1951,4281657556,,level_crossing,
osm_transport_points.1952,POINT (90.50451125804113 23.616444572354624),1952,4285703546,,crossing,
osm_transport_points.1953,POINT (90.18045296739382 26.362141978190863),1953,4283633744,,level_crossing,
osm_transport_points.1954,POINT (88.62232707250996 24.37555163326394),1954,4283996666,,level_crossing,
osm_transport_points.1955,POINT (88.29186282854329 24.91495124236073),1955,4283830262,Singhabad,station,SQB
osm_transport_points.1956,POINT (90.43600872943205 23.684032048594275),1956,4317851290,shampur bazaar,bus_stop,
osm_transport_points.1957,POINT (89.71322154462098 24.47871391822875),1957,4319145528,Hard Point,helipad,
osm_transport_points.1958,POINT (90.44414487520453 23.705829523073106),1958,4327679117,Kajla Bus Stop,bus_stop,
osm_transport_points.1959,POINT (88.44585775203706 22.580976021711706),1959,4324654690,Eastern Club,bus_stop,
osm_transport_points.1960,POINT (88.42048723987341 23.412709172315346),1960,4354618355,Amghta,station,
osm_transport_points.1961,POINT (88.4279599580097 22.987688762467258),1961,4354618357,Kalyani Simanta,station,KLYM
osm_transport_points.1962,POINT (88.7490753624528 24.288886777763338),1962,4349739795,Palli Bidyut Mor (পল্লী বিদ্যুৎ মোড়),bus_stop,
osm_transport_points.1963,POINT (90.38150406294176 23.74592485981782),1963,4362004649,ATCL,bus_stop,
osm_transport_points.1964,POINT (90.42033004426986 23.732390852220618),1964,4362292935,Arambagh Bus Stopes,bus_stop,
osm_transport_points.1965,POINT (90.38152334131905 23.745919327761726),1965,4362004650,Meghla Transport,bus_stop,
osm_transport_points.1966,POINT (90.3829100433801 23.741742373953258),1966,4363110863,ATCL,bus_stop,
osm_transport_points.1967,POINT (90.42193744184146 23.731846699066608),1967,4363567528,স্বকল্প বাস কাউন্টার,bus_stop,
osm_transport_points.1968,POINT (88.39909335403235 22.471986050927455),1968,4364246317,206 bus stop,bus_stop,
osm_transport_points.1969,POINT (89.00338725006009 23.412402059383083),1969,4364281779,Balour Stand,bus_stop,
osm_transport_points.1970,POINT (90.40153211766068 23.82750173245404),1970,4365852658,Shaheen College Bus Stop,bus_stop,
osm_transport_points.1971,POINT (90.42678017021899 23.717726544980508),1971,4369919756,Humayun Shaheb Railgate,level_crossing,
osm_transport_points.1972,POINT (89.84318345624052 22.736464684170045),1972,4371665396,,bus_stop,
osm_transport_points.1973,POINT (90.36525104977414 23.819057132644787),1973,4380106699,,bus_stop,
osm_transport_points.1974,POINT (88.9198069349273 24.886492250334726),1974,4380406377,Kathal Toli,bus_stop,
osm_transport_points.1975,POINT (89.239133138319 24.001500486966563),1975,4384905867,,level_crossing,
osm_transport_points.1976,POINT (91.15159585941711 23.35635939747948),1976,4385477451,Lalmai Railway Station,station,
osm_transport_points.1977,POINT (90.42755507716737 23.73957204776454),1977,4384883586,Srabon Dhaka University Bus Stop (Bashabo),bus_stop,
osm_transport_points.1978,POINT (90.42842788474485 23.736075955950867),1978,4384884319,Srabon Dhaka University Bus Stop,bus_stop,
osm_transport_points.1979,POINT (88.93720935847716 23.58799974574498),1979,4393528035,Sorojgonj Bazar Bus Stop,bus_stop,
osm_transport_points.1980,POINT (90.4217254635102 23.76796976807833),1980,4421640566,,bus_stop,
osm_transport_points.1981,POINT (90.42290169598255 23.77035819138763),1981,4421640567,,bus_stop,
osm_transport_points.1982,POINT (90.41549452432906 23.772633626642147),1982,4421643722,,bus_stop,
osm_transport_points.1983,POINT (89.10060869351258 23.101625229590297),1983,4412720500,,bus_stop,
osm_transport_points.1984,POINT (90.40185892806545 23.75447741853995),1984,4421892777,,bus_stop,
osm_transport_points.1985,POINT (90.25650298071548 22.83140457357871),1985,4418788192,Isladi Bus Stop,bus_stop,
osm_transport_points.1986,POINT (91.82186421823775 22.35931374244103),1986,4416328289,,bus_stop,
osm_transport_points.1987,POINT (89.3802643550124 24.813074657523742),1987,4411080503,Banani Bus Stop,bus_stop,
osm_transport_points.1988,POINT (89.86693173486395 24.46093707506415),1988,4424266538,,level_crossing,
osm_transport_points.1989,POINT (88.71626607886071 22.2047241229171),1989,4450335795,,bus_stop,
osm_transport_points.1990,POINT (88.3749528861594 22.69881149873399),1990,4440990296,Swadeshi More,bus_stop,
osm_transport_points.1991,POINT (88.37482296666019 22.700777222666233),1991,4440995392,Sodepur Traffic More,bus_stop,
osm_transport_points.1992,POINT (88.40502807675534 22.51293315667266),1992,4453324601,First Gate,bus_stop,
osm_transport_points.1993,POINT (88.40713034189025 22.512689830023533),1993,4453324603,Third Gate,bus_stop,
osm_transport_points.1994,POINT (88.40571597954875 22.512847325984154),1994,4453324602,Second Gate,bus_stop,
osm_transport_points.1995,POINT (90.47303385886335 23.640753767938463),1995,4457356191,,bus_stop,
osm_transport_points.1996,POINT (92.10660098944135 22.067610939147983),1996,4455193166,Thakur Dighi Par Bus Stop ঠাকুর দিঘী বাস স্টপ,bus_stop,
osm_transport_points.1997,POINT (90.46368728245358 23.65443554848858),1997,4457356192,,bus_stop,
osm_transport_points.1998,POINT (90.45679995643496 23.660968068545884),1998,4457357790,,bus_stop,
osm_transport_points.1999,POINT (91.53467926075518 22.893963075552307),1999,4478243289,Barayarhat Bus Stand,bus_stop,
osm_transport_points.2000,POINT (88.41830652012476 22.412407147893987),2000,4478721664,Haraharitala,bus_stop,
osm_transport_points.2001,POINT (88.42084028563505 22.408504366138345),2001,4478767356,Kadar Ashram Bus Stop,bus_stop,
osm_transport_points.2002,POINT (90.43239495569782 23.691883042020777),2002,4485382189,,bus_stop,
osm_transport_points.2003,POINT (91.78874354694278 22.335944493479076),2003,4487124093,,bus_stop,
osm_transport_points.2004,POINT (91.78918016027905 22.32918314746513),2004,4487139291,,bus_stop,
osm_transport_points.2005,POINT (90.43515017109002 23.70283198686019),2005,4505611493,,bus_stop,
osm_transport_points.2006,POINT (90.37264128998322 23.76053644488698),2006,4527767781,Asad Gate Stopage,bus_stop,
osm_transport_points.2007,POINT (88.3583220167967 22.556320150612606),2007,4523697907,Taltala bazar,bus_stop,
osm_transport_points.2008,POINT (89.7244847270104 23.53308729966531),2008,4535978690,,bus_stop,
osm_transport_points.2009,POINT (91.2127442738198 23.451004662991608),2009,4545841796,,bus_stop,
osm_transport_points.2010,POINT (88.39533708794414 22.957870980117775),2010,4548154889,Bansh Baria,station,BSAE
osm_transport_points.2011,POINT (88.42884458407059 23.18077855874293),2011,4548153763,Behula,station,BHLA
osm_transport_points.2012,POINT (88.43302941686807 23.04069591813655),2012,4550174544,Dumurdaha,station,DMLE
osm_transport_points.2013,POINT (88.3152120447566 23.307453674671052),2013,4550174753,Nandai Gram,station,
osm_transport_points.2014,POINT (88.23152997331931 22.49946779686246),2014,4567623236,bata more bus stop,bus_stop,
osm_transport_points.2015,POINT (91.12201511728938 22.945991560207062),2015,4568192491,,bus_stop,
osm_transport_points.2016,POINT (92.19373397423419 22.498360044539055),2016,4568436792,,bus_stop,
osm_transport_points.2017,POINT (90.37741729841144 23.78617651905668),2017,4570685390,,bus_stop,
osm_transport_points.2018,POINT (92.17283897927007 24.374653260881814),2018,4571849923,,level_crossing,
osm_transport_points.2019,POINT (92.65881191844369 24.952549274873917),2019,4571890015,,level_crossing,
osm_transport_points.2020,POINT (91.78767158534589 22.344042920687286),2020,4574870490,,bus_stop,
osm_transport_points.2021,POINT (91.53384308209462 22.897800227006087),2021,4574838590,,bus_stop,
osm_transport_points.2022,POINT (89.45500084028777 26.294613426730535),2022,4575936222,,level_crossing,
osm_transport_points.2023,POINT (90.36752648502863 23.810290835391726),2023,4580030096,,bus_stop,
osm_transport_points.2024,POINT (90.41719747559682 23.73499502571761),2024,4579598091,,bus_stop,
osm_transport_points.2025,POINT (90.39368489609063 23.824808543145366),2025,4580622994,,bus_stop,
osm_transport_points.2026,POINT (91.74886027234834 26.18659734927604),2026,4584952294,Iitg busstop,bus_stop,
osm_transport_points.2027,POINT (89.62072338742581 25.72945622918155),2027,4585030175,,level_crossing,
osm_transport_points.2028,POINT (89.62508625184665 25.736047841656216),2028,4585030289,,level_crossing,
osm_transport_points.2029,POINT (89.61906921883451 25.7269844897547),2029,4585030150,,level_crossing,
osm_transport_points.2030,POINT (89.42521013148553 25.779222354350736),2030,4585064780,,level_crossing,
osm_transport_points.2031,POINT (89.39498373135638 25.775840759334415),2031,4585065633,,level_crossing,
osm_transport_points.2032,POINT (89.41435464486648 25.77198759844555),2032,4585064758,,level_crossing,
osm_transport_points.2033,POINT (89.43444858134438 25.55580616184102),2033,4586313352,,level_crossing,
osm_transport_points.2034,POINT (89.44835692473725 25.528826659544166),2034,4586316607,,level_crossing,
osm_transport_points.2035,POINT (89.44073978640932 25.541898572819406),2035,4586310297,,level_crossing,
osm_transport_points.2036,POINT (89.40764652393773 25.660542065307595),2036,4586396934,,level_crossing,
osm_transport_points.2037,POINT (89.49640174227079 25.106689792025833),2037,4590300781,,level_crossing,
osm_transport_points.2038,POINT (90.94286023503963 24.86867207273076),2038,4594383131,,level_crossing,
osm_transport_points.2039,POINT (90.80567572127455 24.907545160354687),2039,4595625570,,level_crossing,
osm_transport_points.2040,POINT (88.56332635315744 24.382149364527947),2040,4597098694,,bus_stop,
